timestamp,BTC: Short-Term Holder Profit/Loss Ratio,timestamp,90% Profit / 10% Loss,timestamp,10% Profit / 90% Loss,timestamp,BTC: Price,timestamp,50% Profit / 50% Loss,timestamp,---,timestamp,Very High Risk,timestamp,High Risk,timestamp,Very Low Risk,timestamp,Low Risk
2009-03-30T00:00:00.000Z,,2009-03-30T00:00:00.000Z,9,2009-03-30T00:00:00.000Z,0.1111111111111111,,,2009-03-30T00:00:00.000Z,1,2009-03-30T00:00:00.000Z,1,,,,,,,,
2009-03-31T00:00:00.000Z,,2009-03-31T00:00:00.000Z,9,2009-03-31T00:00:00.000Z,0.1111111111111111,,,2009-03-31T00:00:00.000Z,1,2009-03-31T00:00:00.000Z,1,,,,,,,,
2009-04-01T00:00:00.000Z,,2009-04-01T00:00:00.000Z,9,2009-04-01T00:00:00.000Z,0.1111111111111111,,,2009-04-01T00:00:00.000Z,1,2009-04-01T00:00:00.000Z,1,,,,,,,,
2009-04-02T00:00:00.000Z,,2009-04-02T00:00:00.000Z,9,2009-04-02T00:00:00.000Z,0.1111111111111111,,,2009-04-02T00:00:00.000Z,1,2009-04-02T00:00:00.000Z,1,,,,,,,,
2009-04-03T00:00:00.000Z,,2009-04-03T00:00:00.000Z,9,2009-04-03T00:00:00.000Z,0.1111111111111111,,,2009-04-03T00:00:00.000Z,1,2009-04-03T00:00:00.000Z,1,,,,,,,,
2009-04-04T00:00:00.000Z,,2009-04-04T00:00:00.000Z,9,2009-04-04T00:00:00.000Z,0.1111111111111111,,,2009-04-04T00:00:00.000Z,1,2009-04-04T00:00:00.000Z,1,,,,,,,,
2009-04-05T00:00:00.000Z,,2009-04-05T00:00:00.000Z,9,2009-04-05T00:00:00.000Z,0.1111111111111111,,,2009-04-05T00:00:00.000Z,1,2009-04-05T00:00:00.000Z,1,,,,,,,,
2009-04-06T00:00:00.000Z,,2009-04-06T00:00:00.000Z,9,2009-04-06T00:00:00.000Z,0.1111111111111111,,,2009-04-06T00:00:00.000Z,1,2009-04-06T00:00:00.000Z,1,,,,,,,,
2009-04-07T00:00:00.000Z,,2009-04-07T00:00:00.000Z,9,2009-04-07T00:00:00.000Z,0.1111111111111111,,,2009-04-07T00:00:00.000Z,1,2009-04-07T00:00:00.000Z,1,,,,,,,,
2009-04-08T00:00:00.000Z,,2009-04-08T00:00:00.000Z,9,2009-04-08T00:00:00.000Z,0.1111111111111111,,,2009-04-08T00:00:00.000Z,1,2009-04-08T00:00:00.000Z,1,,,,,,,,
2009-04-09T00:00:00.000Z,,2009-04-09T00:00:00.000Z,9,2009-04-09T00:00:00.000Z,0.1111111111111111,,,2009-04-09T00:00:00.000Z,1,2009-04-09T00:00:00.000Z,1,,,,,,,,
2009-04-10T00:00:00.000Z,,2009-04-10T00:00:00.000Z,9,2009-04-10T00:00:00.000Z,0.1111111111111111,,,2009-04-10T00:00:00.000Z,1,2009-04-10T00:00:00.000Z,1,,,,,,,,
2009-04-11T00:00:00.000Z,,2009-04-11T00:00:00.000Z,9,2009-04-11T00:00:00.000Z,0.1111111111111111,,,2009-04-11T00:00:00.000Z,1,2009-04-11T00:00:00.000Z,1,,,,,,,,
2009-04-12T00:00:00.000Z,,2009-04-12T00:00:00.000Z,9,2009-04-12T00:00:00.000Z,0.1111111111111111,,,2009-04-12T00:00:00.000Z,1,2009-04-12T00:00:00.000Z,1,,,,,,,,
2009-04-13T00:00:00.000Z,,2009-04-13T00:00:00.000Z,9,2009-04-13T00:00:00.000Z,0.1111111111111111,,,2009-04-13T00:00:00.000Z,1,2009-04-13T00:00:00.000Z,1,,,,,,,,
2009-04-14T00:00:00.000Z,,2009-04-14T00:00:00.000Z,9,2009-04-14T00:00:00.000Z,0.1111111111111111,,,2009-04-14T00:00:00.000Z,1,2009-04-14T00:00:00.000Z,1,,,,,,,,
2009-04-15T00:00:00.000Z,,2009-04-15T00:00:00.000Z,9,2009-04-15T00:00:00.000Z,0.1111111111111111,,,2009-04-15T00:00:00.000Z,1,2009-04-15T00:00:00.000Z,1,,,,,,,,
2009-04-16T00:00:00.000Z,,2009-04-16T00:00:00.000Z,9,2009-04-16T00:00:00.000Z,0.1111111111111111,,,2009-04-16T00:00:00.000Z,1,2009-04-16T00:00:00.000Z,1,,,,,,,,
2009-04-17T00:00:00.000Z,,2009-04-17T00:00:00.000Z,9,2009-04-17T00:00:00.000Z,0.1111111111111111,,,2009-04-17T00:00:00.000Z,1,2009-04-17T00:00:00.000Z,1,,,,,,,,
2009-04-18T00:00:00.000Z,,2009-04-18T00:00:00.000Z,9,2009-04-18T00:00:00.000Z,0.1111111111111111,,,2009-04-18T00:00:00.000Z,1,2009-04-18T00:00:00.000Z,1,,,,,,,,
2009-04-19T00:00:00.000Z,,2009-04-19T00:00:00.000Z,9,2009-04-19T00:00:00.000Z,0.1111111111111111,,,2009-04-19T00:00:00.000Z,1,2009-04-19T00:00:00.000Z,1,,,,,,,,
2009-04-20T00:00:00.000Z,,2009-04-20T00:00:00.000Z,9,2009-04-20T00:00:00.000Z,0.1111111111111111,,,2009-04-20T00:00:00.000Z,1,2009-04-20T00:00:00.000Z,1,,,,,,,,
2009-04-21T00:00:00.000Z,,2009-04-21T00:00:00.000Z,9,2009-04-21T00:00:00.000Z,0.1111111111111111,,,2009-04-21T00:00:00.000Z,1,2009-04-21T00:00:00.000Z,1,,,,,,,,
2009-04-22T00:00:00.000Z,,2009-04-22T00:00:00.000Z,9,2009-04-22T00:00:00.000Z,0.1111111111111111,,,2009-04-22T00:00:00.000Z,1,2009-04-22T00:00:00.000Z,1,,,,,,,,
2009-04-23T00:00:00.000Z,,2009-04-23T00:00:00.000Z,9,2009-04-23T00:00:00.000Z,0.1111111111111111,,,2009-04-23T00:00:00.000Z,1,2009-04-23T00:00:00.000Z,1,,,,,,,,
